Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status
1725-MIMXW,Male,42.0,No,0.0,Honeydew,95545.0,0.0,1.0,Offer E,Yes,48.96,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.45,19.45,0.0,0.0,48.96,68.41,1.0
1728-CXQBE,Male,79.0,Yes,0.0,Glenn,95943.0,9.0,64.0,Offer B,Yes,23.33,Yes,Yes,Fiber Optic,29.0,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.25,6081.4,0.0,0.0,1493.12,7574.52,0.0
1729-VLAZJ,Female,52.0,No,5.0,Santa Barbara,93101.0,0.0,10.0,Offer D,No,0.0,No,Yes,DSL,57.0,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,40.25,411.45,17.96,30.0,0.0,423.49,0.0
1730-VFMWO,Female,33.0,Yes,0.0,Petaluma,94952.0,6.0,34.0,None,Yes,40.67,No,Yes,DSL,7.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.2,1815.3,0.0,0.0,1382.78,3198.08,0.0
1730-ZMAME,Female,74.0,No,0.0,Ontario,91762.0,0.0,32.0,None,Yes,48.62,No,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.5,2665.0,0.0,0.0,1555.84,4220.84,0.0
1731-TVIUK,Female,47.0,No,0.0,Temecula,92592.0,0.0,4.0,Offer E,Yes,7.39,Yes,Yes,Fiber Optic,4.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,362.2,0.0,0.0,29.56,391.76,1.0
1734-ZMNTZ,Female,50.0,Yes,2.0,Eureka,95501.0,1.0,11.0,None,Yes,15.04,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,300.7,0.0,0.0,165.44,466.14,0.0
1735-XMJVH,Male,51.0,Yes,3.0,Sacramento,95818.0,0.0,8.0,Offer E,Yes,34.87,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,19.35,152.6,0.0,0.0,278.96,431.56,0.0
1740-CSDJP,Male,53.0,No,0.0,Oakhurst,93644.0,0.0,1.0,None,No,0.0,No,Yes,DSL,9.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.25,35.25,0.0,0.0,0.0,35.25,1.0
1741-WTPON,Male,42.0,Yes,3.0,Westport,95488.0,8.0,56.0,Offer B,Yes,40.86,Yes,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.85,6567.9,0.0,0.0,2288.16,8856.06,0.0
1744-JHKYS,Female,49.0,Yes,0.0,Pasadena,91105.0,5.0,34.0,Offer C,Yes,11.52,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.7,780.2,0.0,0.0,391.68,1171.88,0.0
1750-CSKKM,Male,40.0,No,3.0,Imperial Beach,91932.0,0.0,9.0,Offer E,Yes,41.02,No,Yes,DSL,27.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.35,449.75,0.0,0.0,369.18,818.93,1.0
1751-NCDLI,Male,74.0,Yes,0.0,Castroville,95012.0,6.0,46.0,None,Yes,4.2,Yes,Yes,Fiber Optic,22.0,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,98.85,4564.9,0.0,0.0,193.2,4758.1,0.0
1752-OZXFY,Male,39.0,Yes,0.0,Lockwood,93932.0,6.0,60.0,Offer B,Yes,15.24,No,Yes,DSL,16.0,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,59.8,3561.15,0.0,0.0,914.4,4475.55,0.0
1754-GKYPY,Male,65.0,Yes,0.0,Carson,90746.0,8.0,22.0,None,Yes,22.38,No,Yes,Fiber Optic,14.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,1938.9,0.0,0.0,492.36,2431.26,0.0
1755-FZQEC,Male,26.0,No,0.0,Ventura,93001.0,0.0,39.0,Offer C,Yes,48.02,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,791.15,20.17,0.0,1872.78,2643.76,0.0
1757-TCATG,Male,24.0,Yes,1.0,Huntington Beach,92649.0,4.0,35.0,Offer C,Yes,41.02,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.05,746.75,0.0,0.0,1435.7,2182.45,0.0
1760-CAZHT,Male,55.0,No,3.0,Glendale,91202.0,0.0,25.0,None,Yes,3.07,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.8,460.2,21.81,0.0,76.75,515.14,0.0
1761-AEZZR,Male,59.0,No,0.0,Guinda,95637.0,0.0,1.0,None,Yes,4.04,No,Yes,Fiber Optic,6.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.55,79.55,0.0,0.0,4.04,83.59,1.0
1764-VUUMT,Male,63.0,No,1.0,Spreckels,93962.0,0.0,66.0,None,Yes,37.94,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.95,1269.1,0.0,0.0,2504.04,3773.14,0.0
1766-GKNMI,Male,56.0,No,0.0,Bakersfield,93307.0,0.0,29.0,None,Yes,9.49,Yes,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,2516.2,47.04,0.0,275.21,2744.37,0.0
1767-CJKBA,Male,39.0,No,0.0,Richmond,94804.0,0.0,66.0,Offer A,Yes,49.13,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,1697.7,0.0,0.0,3242.58,4940.28,0.0
1767-TGTKO,Female,30.0,Yes,2.0,Dana Point,92629.0,0.0,8.0,Offer E,Yes,5.09,No,Yes,DSL,51.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.45,411.75,0.0,0.0,40.72,452.47,0.0
1769-GRUIK,Female,19.0,No,0.0,Gridley,95948.0,0.0,18.0,Offer D,Yes,2.76,No,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.1,1247.75,0.0,150.0,49.68,1447.43,0.0
1771-OADNZ,Male,70.0,Yes,0.0,Pauma Valley,92061.0,1.0,29.0,Offer C,Yes,35.38,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.9,2745.2,0.0,50.0,1026.02,3821.22,1.0
1775-KWJKQ,Male,41.0,Yes,0.0,Santa Barbara,93105.0,5.0,72.0,None,Yes,26.96,Yes,Yes,DSL,9.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.85,6562.9,12.55,0.0,1941.12,8491.47,0.0
1784-EZDKJ,Male,31.0,Yes,0.0,Hemet,92544.0,3.0,51.0,Offer B,Yes,29.4,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.8,5498.8,0.0,140.0,1499.4,7138.2,0.0
1785-BPHTP,Male,64.0,Yes,2.0,Santa Monica,90403.0,6.0,28.0,None,Yes,3.18,No,Yes,Fiber Optic,12.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.45,2289.9,0.0,0.0,89.04,2378.94,0.0
1792-UXAFY,Female,80.0,No,0.0,San Jose,95110.0,0.0,17.0,Offer D,Yes,30.37,No,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,1496.9,0.0,0.0,516.29,2013.19,1.0
1794-SWWKL,Male,22.0,Yes,2.0,Dorris,96023.0,6.0,15.0,Offer D,Yes,24.36,Yes,Yes,DSL,59.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.65,867.1,32.65,0.0,365.4,1199.85,0.0
1803-BGNBD,Female,59.0,No,0.0,Santa Monica,90402.0,0.0,12.0,Offer D,Yes,37.63,No,Yes,DSL,26.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.3,654.5,0.0,130.0,451.56,1236.06,0.0
1810-BOHSY,Male,63.0,Yes,0.0,Vacaville,95687.0,7.0,51.0,Offer B,Yes,35.0,Yes,Yes,Fiber Optic,8.0,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,96.4,4911.05,0.0,0.0,1785.0,6696.05,0.0
1813-JYWTO,Female,59.0,Yes,0.0,Shandon,93461.0,4.0,72.0,None,Yes,6.23,Yes,Yes,Fiber Optic,27.0,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,80.45,5737.6,0.0,130.0,448.56,6316.16,0.0
1814-DKOLC,Female,63.0,No,0.0,Loma Linda,92354.0,0.0,5.0,None,Yes,5.41,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.45,134.75,0.0,0.0,27.05,161.8,0.0
1814-WFGVS,Male,53.0,Yes,3.0,Richvale,95974.0,3.0,72.0,None,No,0.0,No,Yes,DSL,53.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Mailed Check,48.9,3527.0,34.44,0.0,0.0,3492.56,0.0
1820-DJFPH,Female,59.0,Yes,3.0,Orick,95555.0,4.0,72.0,None,Yes,48.29,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.05,1709.15,0.0,0.0,3476.88,5186.03,0.0
1820-TQVEV,Male,27.0,No,0.0,Madera,93638.0,0.0,1.0,Offer E,Yes,49.43,No,Yes,Fiber Optic,48.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,69.55,0.0,0.0,49.43,118.98,1.0
1821-BUCWY,Male,35.0,No,0.0,Valyermo,93563.0,0.0,30.0,Offer C,Yes,47.06,No,Yes,Cable,24.0,Yes,No,Yes,No,No,No,No,Yes,Two Year,Yes,Mailed Check,55.65,1653.85,0.0,0.0,1411.8,3065.65,0.0
1830-GGFNM,Male,35.0,Yes,2.0,Somerset,95684.0,6.0,65.0,Offer B,Yes,19.53,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,94.55,6078.75,0.0,0.0,1269.45,7348.2,0.0
1830-IPXVJ,Female,44.0,Yes,2.0,Lafayette,94549.0,6.0,61.0,Offer B,Yes,25.4,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.75,1311.6,0.0,0.0,1549.4,2861.0,0.0
1832-PEUTS,Male,23.0,Yes,2.0,San Bernardino,92410.0,4.0,62.0,Offer B,Yes,37.75,Yes,Yes,Fiber Optic,73.0,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,89.1,5411.65,0.0,0.0,2340.5,7752.15,0.0
1833-TCXKK,Male,50.0,Yes,0.0,San Bernardino,92408.0,0.0,45.0,Offer B,Yes,29.81,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.75,4882.8,0.0,0.0,1341.45,6224.25,0.0
1833-VGRUM,Female,70.0,No,0.0,Perris,92570.0,0.0,1.0,Offer E,Yes,48.95,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,74.2,0.0,0.0,48.95,123.15,1.0
1834-ABKHQ,Female,59.0,Yes,2.0,Upper Lake,95485.0,2.0,52.0,Offer B,Yes,10.03,No,Yes,Cable,29.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,50.95,2610.65,0.0,0.0,521.56,3132.21,0.0
1834-WULEG,Male,61.0,Yes,2.0,Nevada City,95959.0,5.0,24.0,Offer C,Yes,40.81,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.25,439.75,0.0,0.0,979.44,1419.19,0.0
1837-YQUCE,Female,54.0,No,0.0,Buena Park,90620.0,0.0,70.0,Offer A,No,0.0,No,Yes,DSL,13.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,58.35,4214.25,0.0,0.0,0.0,4214.25,0.0
1839-UMACK,Male,20.0,No,0.0,Pasadena,91106.0,0.0,42.0,None,Yes,27.64,Yes,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.05,949.85,0.0,0.0,1160.88,2110.73,0.0
1840-BIUOG,Male,23.0,No,0.0,Hayward,94545.0,0.0,20.0,None,Yes,32.5,Yes,Yes,DSL,52.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,68.7,1416.2,0.0,0.0,650.0,2066.2,0.0
1841-YSJGV,Male,58.0,Yes,0.0,South El Monte,91733.0,9.0,72.0,Offer A,Yes,40.78,Yes,Yes,Fiber Optic,22.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.95,7852.4,0.0,0.0,2936.16,10788.56,0.0
1842-EZJMK,Male,28.0,Yes,0.0,Orangevale,95662.0,1.0,50.0,Offer B,Yes,34.14,Yes,Yes,Fiber Optic,69.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.7,5071.05,36.61,0.0,1707.0,6741.44,1.0
1843-TLSGD,Female,56.0,Yes,3.0,Standish,96128.0,6.0,13.0,None,Yes,27.62,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.85,272.35,0.0,0.0,359.06,631.41,0.0
1848-LBZHY,Female,19.0,Yes,0.0,Downey,90242.0,7.0,7.0,None,Yes,33.24,No,Yes,DSL,53.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.3,355.1,0.0,0.0,232.68,587.78,0.0
1849-RJYIG,Female,43.0,No,0.0,Sunnyvale,94087.0,0.0,8.0,None,Yes,46.78,No,Yes,DSL,24.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.0,487.75,0.0,0.0,374.24,861.99,0.0
1850-AKQEP,Male,61.0,No,1.0,Santa Cruz,95064.0,0.0,8.0,None,Yes,14.37,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,178.7,0.0,0.0,114.96,293.66,0.0
1852-QSWCD,Male,62.0,Yes,1.0,Palo Verde,92266.0,1.0,64.0,None,Yes,35.25,Yes,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,1514.85,0.0,0.0,2256.0,3770.85,0.0
1852-XEMDW,Male,20.0,No,0.0,Mad River,95552.0,0.0,22.0,Offer D,Yes,43.78,Yes,Yes,DSL,47.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,65.05,1427.55,0.0,10.0,963.16,2400.71,0.0
1853-ARAAQ,Female,47.0,No,0.0,Cayucos,93430.0,0.0,26.0,None,No,0.0,No,Yes,DSL,7.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,50.35,1277.5,0.0,0.0,0.0,1277.5,0.0
1853-UDXBW,Male,38.0,Yes,0.0,Samoa,95564.0,1.0,1.0,None,Yes,38.8,No,Yes,Fiber Optic,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.0,70.0,0.0,0.0,38.8,108.8,1.0
1855-AGAWH,Male,27.0,Yes,0.0,Bell,90201.0,2.0,31.0,None,Yes,36.69,No,Yes,Fiber Optic,52.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,93.8,2939.8,0.0,0.0,1137.39,4077.19,0.0
1862-SKORY,Female,66.0,Yes,0.0,Los Angeles,90029.0,1.0,40.0,None,No,0.0,No,Yes,Cable,3.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.3,1637.4,0.0,0.0,0.0,1637.4,1.0
1866-RZZQS,Male,77.0,No,0.0,Redlands,92373.0,0.0,41.0,Offer B,Yes,42.06,Yes,Yes,Fiber Optic,21.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.4,4187.75,0.0,0.0,1724.46,5912.21,1.0
1866-ZSLJM,Male,31.0,No,0.0,Valley Ford,94972.0,0.0,21.0,Offer D,Yes,32.89,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,402.85,0.0,0.0,690.69,1093.54,0.0
1867-BDVFH,Male,35.0,Yes,0.0,Los Angeles,90056.0,1.0,11.0,Offer D,Yes,9.14,Yes,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,834.2,0.0,0.0,100.54,934.74,1.0
1867-TJHTS,Female,47.0,No,0.0,Sacramento,95817.0,0.0,58.0,None,Yes,22.71,Yes,Yes,Fiber Optic,14.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8,4526.85,0.0,0.0,1317.18,5844.03,0.0
1871-MOWRM,Male,57.0,Yes,0.0,Woodacre,94973.0,3.0,12.0,None,Yes,18.26,No,Yes,Fiber Optic,18.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.85,866.45,23.72,0.0,219.12,1061.85,1.0
1872-EBWSC,Female,28.0,No,0.0,Berkeley,94702.0,0.0,29.0,None,Yes,21.19,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.35,617.35,0.0,0.0,614.51,1231.86,0.0
1875-QIVME,Female,26.0,Yes,3.0,Tujunga,91042.0,1.0,2.0,Offer E,Yes,11.51,Yes,Yes,Fiber Optic,53.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,242.8,45.44,0.0,23.02,220.38,1.0
1877-HKBQX,Female,21.0,No,0.0,Cerritos,90703.0,0.0,11.0,Offer D,Yes,1.16,No,Yes,DSL,41.0,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,54.6,617.85,0.0,0.0,12.76,630.61,0.0
1891-FZYSA,Male,65.0,Yes,0.0,Piercy,95587.0,1.0,69.0,None,Yes,16.34,Yes,Yes,Fiber Optic,4.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.95,6143.15,6.79,110.0,1127.46,7373.82,1.0
1891-QRQSA,Male,71.0,Yes,0.0,Downey,90241.0,9.0,64.0,Offer B,Yes,16.33,Yes,Yes,Fiber Optic,10.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,111.6,7099.0,0.0,0.0,1045.12,8144.12,0.0
1891-UAWWU,Female,79.0,Yes,0.0,Johannesburg,93528.0,1.0,20.0,None,Yes,4.77,Yes,Yes,Fiber Optic,17.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.8,1951.0,0.0,0.0,95.4,2046.4,1.0
1898-JSNDC,Female,23.0,No,0.0,Elk Grove,95758.0,0.0,39.0,Offer C,Yes,48.17,No,Yes,DSL,58.0,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,58.6,2224.5,0.0,0.0,1878.63,4103.13,0.0
1899-VXWXM,Male,55.0,No,0.0,San Diego,92130.0,0.0,48.0,None,Yes,24.73,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.1,5082.8,0.0,0.0,1187.04,6269.84,1.0
1902-XBTFB,Male,39.0,No,0.0,North Hollywood,91605.0,0.0,22.0,Offer D,Yes,39.58,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,2001.5,0.0,0.0,870.76,2872.26,1.0
1907-UBQFC,Male,69.0,No,0.0,San Francisco,94108.0,0.0,10.0,None,Yes,5.46,No,Yes,Fiber Optic,24.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.85,688.65,0.0,30.0,54.6,773.25,1.0
1907-YLNYW,Male,47.0,No,0.0,Gasquet,95543.0,0.0,8.0,None,Yes,41.13,No,Yes,DSL,27.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.7,579.0,0.0,0.0,329.04,908.04,0.0
1910-FMXJM,Female,59.0,Yes,0.0,Colton,92324.0,8.0,36.0,None,Yes,49.33,No,Yes,Fiber Optic,23.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.4,2937.65,0.0,0.0,1775.88,4713.53,0.0
1919-RTPQD,Male,42.0,Yes,1.0,Fish Camp,93623.0,7.0,7.0,Offer E,Yes,28.7,No,Yes,DSL,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.75,333.65,0.0,0.0,200.9,534.55,0.0
1921-KYSAY,Female,36.0,No,0.0,Olivehurst,95961.0,0.0,41.0,None,Yes,36.93,Yes,Yes,DSL,30.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.6,2877.05,0.0,0.0,1514.13,4391.18,0.0
1925-LFCZZ,Male,71.0,No,0.0,Potrero,91963.0,0.0,55.0,None,No,0.0,No,Yes,DSL,23.0,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,50.05,2743.45,0.0,0.0,0.0,2743.45,0.0
1927-QEWMY,Female,51.0,Yes,0.0,Arcadia,91007.0,6.0,72.0,Offer A,Yes,43.91,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,1502.25,0.0,0.0,3161.52,4663.77,0.0
1929-ZCBHE,Male,27.0,Yes,1.0,Georgetown,95634.0,7.0,47.0,Offer B,No,0.0,No,Yes,DSL,47.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,40.3,1794.8,0.0,0.0,0.0,1794.8,0.0
1930-BZLHI,Male,31.0,No,0.0,Castroville,95012.0,0.0,21.0,None,Yes,22.53,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.35,422.7,0.0,0.0,473.13,895.83,0.0
1930-QPBVZ,Male,31.0,Yes,2.0,Laytonville,95454.0,3.0,68.0,Offer A,Yes,9.29,No,Yes,Fiber Optic,18.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,95.1,6683.4,0.0,0.0,631.72,7315.12,0.0
1930-WNXSB,Male,38.0,Yes,1.0,Covina,91724.0,1.0,58.0,None,Yes,47.69,No,Yes,Fiber Optic,24.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.85,5305.05,0.0,0.0,2766.02,8071.07,0.0
1932-UEDCX,Male,79.0,Yes,0.0,Manchester,95459.0,6.0,33.0,None,Yes,44.1,Yes,Yes,Fiber Optic,22.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,3270.25,0.0,0.0,1455.3,4725.55,0.0
1934-MKPXS,Male,21.0,Yes,0.0,Nicolaus,95659.0,3.0,33.0,None,Yes,49.37,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,620.55,0.0,0.0,1629.21,2249.76,0.0
1934-SJVJK,Male,35.0,No,0.0,Smith River,95567.0,0.0,1.0,Offer E,Yes,40.51,No,No,No,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,20.15,0.0,0.0,40.51,60.66,1.0
1935-IMVBB,Male,43.0,Yes,0.0,San Diego,92107.0,1.0,56.0,None,Yes,3.79,No,Yes,Fiber Optic,14.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.7,4952.95,41.66,0.0,212.24,5123.53,0.0
1936-CZAKF,Male,22.0,Yes,0.0,Graton,95444.0,8.0,49.0,None,No,0.0,No,Yes,Cable,27.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,49.65,2409.9,0.0,0.0,0.0,2409.9,0.0
1937-OTUKY,Female,32.0,Yes,0.0,Seaside,93955.0,1.0,72.0,None,Yes,25.48,Yes,Yes,Fiber Optic,3.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,98.2,7015.9,0.0,0.0,1834.56,8850.46,0.0
1945-XISKS,Female,22.0,Yes,0.0,Sonora,95370.0,4.0,67.0,None,Yes,33.01,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,1335.2,0.0,0.0,2211.67,3546.87,0.0
1950-KSVVJ,Female,57.0,Yes,0.0,Monterey Park,91754.0,1.0,45.0,Offer B,Yes,33.54,Yes,Yes,Fiber Optic,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,113.3,5032.25,0.0,0.0,1509.3,6541.55,0.0
1951-IEYXM,Male,57.0,Yes,0.0,Rancho Cucamonga,91730.0,1.0,72.0,None,Yes,34.97,Yes,Yes,Cable,11.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.6,6441.85,0.0,0.0,2517.84,8959.69,0.0
1952-DVVSW,Female,23.0,Yes,0.0,Colfax,95713.0,4.0,10.0,None,Yes,14.04,No,No,No,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,184.4,0.0,0.0,140.4,324.8,0.0
1955-IBMMB,Male,47.0,No,0.0,Forest Knolls,94933.0,0.0,59.0,None,Yes,47.17,No,No,No,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.2,1192.3,0.0,0.0,2783.03,3975.33,0.0
1956-YIFGE,Male,36.0,Yes,3.0,Boulevard,91905.0,10.0,22.0,None,Yes,9.05,No,Yes,Fiber Optic,57.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,2090.25,0.0,0.0,199.1,2289.35,0.0
1958-RNRKS,Male,62.0,Yes,0.0,El Segundo,90245.0,4.0,30.0,None,Yes,5.56,Yes,Yes,DSL,8.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.9,1441.95,0.0,100.0,166.8,1708.75,0.0
1960-UOTYM,Male,61.0,Yes,2.0,Lakewood,90712.0,5.0,52.0,None,Yes,16.53,No,Yes,DSL,12.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.2,4016.3,0.0,0.0,859.56,4875.86,0.0
